County,Watercraft,Flood,Other,Perinatal,Cold,Natural,Undetermined,Unrecovered,Total
Brevard1976,1.0,0,0,6.0,0,0.0,7.0,1.0,15.0
Broward1976,1.0,0,0,0.0,0,0.0,0.0,0.0,1.0
Charlotte1976,1.0,0,0,0.0,0,0.0,0.0,0.0,1.0
Citrus1976,0.0,0,0,0.0,0,0.0,1.0,0.0,1.0
Collier1976,0.0,0,0,0.0,0,0.0,0.0,1.0,1.0
Dixie1976,0.0,0,0,0.0,0,0.0,0.0,1.0,1.0
Duval1976,2.0,0,0,0.0,0,0.0,4.0,0.0,6.0
Flagler1976,0.0,0,0,1.0,0,1.0,0.0,0.0,2.0
Glades1976,0.0,0,0,0.0,0,0.0,1.0,0.0,1.0
Indian River1976,0.0,0,0,1.0,0,0.0,1.0,0.0,2.0
Lee1976,1.0,0,0,2.0,0,0.0,0.0,1.0,4.0
Levy1976,0.0,0,0,1.0,0,0.0,0.0,0.0,1.0
Manatee1976,0.0,0,0,0.0,0,0.0,1.0,0.0,1.0
Martin1976,0.0,0,0,1.0,0,0.0,0.0,0.0,1.0
Miami-Dade1976,2.0,4,0,0.0,0,1.0,3.0,5.0,15.0
Palm Beach1976,1.0,0,0,0.0,0,0.0,0.0,0.0,1.0
Pinellas1976,0.0,0,0,1.0,0,0.0,0.0,0.0,1.0
Putnam1976,0.0,0,0,0.0,0,0.0,3.0,0.0,3.0
Sarasota1976,0.0,0,0,0.0,0,0.0,0.0,1.0,1.0
St. Johns1976,0.0,0,0,1.0,0,0.0,0.0,0.0,1.0
Volusia1976,1.0,0,0,0.0,0,0.0,1.0,0.0,2.0
TOTAL:1976,10.0,4,0,14.0,0,2.0,22.0,10.0,62.0
